1	IC
2	IC
3	IC
4	IC
5	IC
6	IC
7	IC
8	IC
9	IC
20  PARIS
21  PARIS
22  PARIS
23	PARIS
24	PARIS
25	PARIS
26	PARIS
27	PARIS
28	PARIS
30	IC
31	IC
32	IC
33	IC
34	IC
37	IC
38	IC
39	IC
43	IC
45	IC
47	IC
48	IC
49	IC
50	IC
51  IC
52  IC
53  IC
54  IC
