Det Name	LaBrPos	LaBrSigma	NaIPos	NaISigma	theta	sin	cos	tan ResA    Respower    caliba  calibb caliba2
PARIS50	0.754473	0.0125358	0.354902	0.0125358	0.25141	0.24877	0.968563	0.256844    0.740941	-0.372526   0.00875738	10.1156 -2.52149e-11
PARIS70	0.750546	0.0113135	0.333303	0.0113135	0.18465	0.183603	0.983001	0.186778    0.577638	-0.342723    0.0090436	10.4929 1.09679e-09
PARIS90	0.7584	0.0146609	0.345084	0.0146609	0.186174	0.1851	0.98272	0.188355    0.900586	-0.422212   0.00908285	7.50585 7.86579E-11
PARIS110	0.753491	0.0119807	0.349011	0.0119807	0.248138	0.245599	0.969371	0.253359    1.0051	-0.448112   0.00934528	8.02665 -3.69259E-10
PARIS130	0.74171	0.011525	0.328395	0.011525	0.224016	0.222147	0.975013	0.22784 14.7816	-0.813033   0.0095809	107.681 3.05991E-09
PARIS235	0.75251	0.0121334	0.346066	0.0121334	0.313444	0.308336	0.951277	0.324129    0.772342	-0.38218   0.0104901	3.95406 4.93383E-10
PARIS262	0.75251	0.0146545	0.343121	0.0146545	0.158229	0.15757	0.987508	0.159563    1.37116	-0.482555   0.00967303	6.83506 4.04873E-10
PARIS278	0.750546	0.0110812	0.33723	0.0110812	0.172647	0.171791	0.985133	0.174383    1.02067	-0.440973   0.00851098	-5.2096 3.2287E-09
PARIS305	0.755455	0.0102859	0.346066	0.0102859	0.329875	0.323925	0.946083	0.342385    1.01206	-0.445065   0.00898536	7.80052 -1.70151E-10
