# Spectre_numero    Detecteur       a_opt         b_opt  
1116           PARIS305       1.000000     0.535590     
1117           PARIS50        1.000000     0.496307     
1117           PARIS70        1.000000     0.414537     
1117           PARIS90        1.000000     0.369243     
1117           PARIS110       1.000000     0.481177     
1117           PARIS130       1.000000     0.204733     
1117           PARIS235       1.000000     6.523114     
1117           PARIS262       1.000000     0.140366     
1117           PARIS278       1.000000     0.259334     
1117           PARIS305       1.000000     0.546558     
1118           PARIS50        1.000000     0.461444     
1118           PARIS70        1.000000     0.459016     
1118           PARIS90        1.000000     0.377291     
1118           PARIS110       1.000000     0.524518     
1118           PARIS130       1.000000     0.107664     
1118           PARIS235       1.000000     36.511958    
1118           PARIS262       1.000000     0.106279     
1118           PARIS278       1.000000     0.369143     
1118           PARIS305       1.000000     0.450324     
1119           PARIS50        1.000000     0.510874     
1119           PARIS70        1.000000     0.433773     
1119           PARIS90        1.000000     0.377331     
1119           PARIS110       1.000000     0.542141     
1119           PARIS130       1.000000     0.112029     
1119           PARIS235       1.000000     50.513787    
1119           PARIS262       1.000000     0.130654     
1119           PARIS278       1.000000     0.403591     
1119           PARIS305       1.000000     0.465519     
1121           PARIS50        1.000000     0.539728     
1121           PARIS70        1.000000     0.547600     
1121           PARIS90        1.000000     0.470827     
1121           PARIS110       1.000000     0.548354     
1121           PARIS130       1.000000     0.351000     
1121           PARIS235       1.000000     0.691033     
1121           PARIS262       1.000000     0.347343     
1121           PARIS278       1.000000     0.418689     
1121           PARIS305       1.000000     0.466372     
1122           PARIS50        1.000000     0.604724     
1122           PARIS70        1.000000     0.473177     
1122           PARIS90        1.000000     0.375164     
1122           PARIS110       1.000000     0.596442     
1122           PARIS130       1.000000     0.167733     
1122           PARIS235       1.000000     53.492193    
1122           PARIS262       1.000000     0.159874     
1122           PARIS278       1.000000     0.351534     
1122           PARIS305       1.000000     0.461652     
1123           PARIS50        1.000000     0.518926     
1123           PARIS70        1.000000     0.452567     
1123           PARIS90        1.000000     0.375014     
1123           PARIS110       1.000000     0.588848     
1123           PARIS130       1.000000     0.082081     
1123           PARIS235       1.000000     33.508913    
1123           PARIS262       1.000000     0.224984     
1123           PARIS278       1.000000     0.356595     
1123           PARIS305       1.000000     0.497000     
1124           PARIS50        1.000000     0.504158     
1124           PARIS70        1.000000     0.448487     
1124           PARIS90        1.000000     0.333340     
1124           PARIS110       1.000000     0.535487     
1124           PARIS130       1.000000     0.197125     
1124           PARIS235       1.000000     11.545718    
1124           PARIS262       1.000000     0.055069     
1124           PARIS278       1.000000     0.344339     
1124           PARIS305       1.000000     0.538286     
1125           PARIS50        1.000000     0.486847     
1125           PARIS70        1.000000     0.511436     
1125           PARIS90        1.000000     0.332445     
1125           PARIS110       1.000000     0.561801     
1125           PARIS130       1.000000     0.223699     
1125           PARIS235       1.000000     6.460363     
1125           PARIS262       1.000000     0.140113     
1125           PARIS278       1.000000     0.344784     
1125           PARIS305       1.000000     0.563847     
1126           PARIS50        1.000000     0.515539     
1126           PARIS70        1.000000     0.458462     
1126           PARIS90        1.000000     0.337789     
1126           PARIS110       1.000000     0.520115     
1126           PARIS130       1.000000     0.215091     
1126           PARIS235       1.000000     5.543379     
1126           PARIS262       1.000000     0.128930     
1126           PARIS278       1.000000     0.390419     
1126           PARIS305       1.000000     0.572025     
1127           PARIS50        1.000000     0.556040     
1127           PARIS70        1.000000     0.514892     
1127           PARIS90        1.000000     0.340961     
1127           PARIS110       1.000000     0.484773     
1127           PARIS130       1.000000     0.161764     
1127           PARIS235       1.000000     5.514280     
1127           PARIS262       1.000000     0.112129     
1127           PARIS278       1.000000     0.333996     
1127           PARIS305       1.000000     0.553617     
1128           PARIS50        1.000000     0.478801     
1128           PARIS70        1.000000     0.564229     
1128           PARIS90        1.000000     0.328856     
1128           PARIS110       1.000000     0.458027     
1128           PARIS130       1.000000     0.075248     
1128           PARIS235       1.000000     5.471447     
1128           PARIS262       1.000000     0.074785     
1128           PARIS278       1.000000     0.344080     
1128           PARIS305       1.000000     0.504570     
1129           PARIS50        1.000000     0.458855     
1129           PARIS70        1.000000     0.504128     
1129           PARIS90        1.000000     0.339563     
1129           PARIS110       1.000000     0.437765     
1129           PARIS130       1.000000     0.130710     
1129           PARIS235       1.000000     4.570415     
1129           PARIS262       1.000000     0.064399     
1129           PARIS278       1.000000     0.336242     
1129           PARIS305       1.000000     0.533887     
1130           PARIS50        1.000000     0.521069     
1130           PARIS70        1.000000     0.414885     
1130           PARIS90        1.000000     0.347211     
1130           PARIS110       1.000000     0.472332     
1130           PARIS130       1.000000     0.172821     
1130           PARIS235       1.000000     6.461494     
1130           PARIS262       1.000000     0.130660     
1130           PARIS278       1.000000     0.248041     
1130           PARIS305       1.000000     0.561753     
1131           PARIS50        1.000000     0.503062     
1131           PARIS70        1.000000     0.412903     
1131           PARIS90        1.000000     0.411173     
1131           PARIS110       1.000000     0.519093     
1131           PARIS130       1.000000     0.322931     
1131           PARIS235       1.000000     23.505790    
1131           PARIS262       1.000000     0.304424     
1131           PARIS278       1.000000     0.459193     
1131           PARIS305       1.000000     0.513143     
1134           PARIS50        1.000000     0.555310     
1134           PARIS70        1.000000     0.555608     
1134           PARIS90        1.000000     0.395546     
1134           PARIS110       1.000000     0.639812     
1134           PARIS130       1.000000     0.665113     
1134           PARIS235       1.000000     0.594349     
1134           PARIS262       1.000000     0.278983     
1134           PARIS278       1.000000     0.394750     
1134           PARIS305       1.000000     0.461422     
1135           PARIS50        1.000000     0.631849     
1135           PARIS70        1.000000     0.540808     
1135           PARIS90        1.000000     0.331224     
1135           PARIS110       1.000000     0.618366     
1135           PARIS130       1.000000     0.721269     
1135           PARIS235       1.000000     0.607677     
1135           PARIS262       1.000000     0.130037     
1135           PARIS278       1.000000     0.349688     
1135           PARIS305       1.000000     0.378197     
1136           PARIS50        1.000000     0.635985     
1136           PARIS70        1.000000     0.568690     
1136           PARIS90        1.000000     0.392280     
1136           PARIS110       1.000000     0.552145     
1136           PARIS130       1.000000     0.746661     
1136           PARIS235       1.000000     0.625706     
1136           PARIS262       1.000000     0.098712     
1136           PARIS278       1.000000     0.342528     
1136           PARIS305       1.000000     0.413525     
1137           PARIS50        1.000000     0.670314     
1137           PARIS70        1.000000     0.572641     
1137           PARIS90        1.000000     0.309331     
1137           PARIS110       1.000000     0.632032     
1137           PARIS130       1.000000     0.801448     
1137           PARIS235       1.000000     0.613360     
1137           PARIS262       1.000000     0.143138     
1137           PARIS278       1.000000     0.332627     
1137           PARIS305       1.000000     0.384326     
1138           PARIS50        1.000000     0.665553     
1138           PARIS70        1.000000     0.564011     
1138           PARIS90        1.000000     0.318142     
1138           PARIS110       1.000000     0.574655     
1138           PARIS130       1.000000     4.411686     
1138           PARIS235       1.000000     0.600394     
1138           PARIS262       1.000000     0.163985     
1138           PARIS278       1.000000     0.336471     
1138           PARIS305       1.000000     0.470272     
1139           PARIS50        1.000000     0.715827     
1139           PARIS70        1.000000     0.574710     
1139           PARIS90        1.000000     0.381736     
1139           PARIS110       1.000000     0.645902     
1139           PARIS130       1.000000     4.396691     
1139           PARIS235       1.000000     0.611119     
1139           PARIS262       1.000000     0.167782     
1139           PARIS278       1.000000     0.349199     
1139           PARIS305       1.000000     0.386757     
1141           PARIS50        1.000000     0.633556     
1141           PARIS70        1.000000     0.545027     
1141           PARIS90        1.000000     0.363656     
1141           PARIS110       1.000000     0.554322     
1141           PARIS130       1.000000     0.715845     
1141           PARIS235       1.000000     0.645434     
1141           PARIS262       1.000000     0.184405     
1141           PARIS278       1.000000     0.397699     
1141           PARIS305       1.000000     0.438884     
1142           PARIS50        1.000000     0.636183     
1142           PARIS70        1.000000     0.486194     
1142           PARIS90        1.000000     0.307151     
1142           PARIS110       1.000000     0.511934     
1142           PARIS130       1.000000     0.667968     
1142           PARIS235       1.000000     0.660036     
1142           PARIS262       1.000000     0.161368     
1142           PARIS278       1.000000     0.428555     
1142           PARIS305       1.000000     0.512862     
1143           PARIS50        1.000000     0.553544     
1143           PARIS70        1.000000     0.482911     
1143           PARIS90        1.000000     0.318251     
1143           PARIS110       1.000000     0.487601     
1143           PARIS130       1.000000     0.676561     
1143           PARIS235       1.000000     0.663988     
1143           PARIS262       1.000000     0.166716     
1143           PARIS278       1.000000     0.335331     
1143           PARIS305       1.000000     0.438407     
1145           PARIS50        1.000000     0.582922     
1145           PARIS70        1.000000     0.490600     
1145           PARIS90        1.000000     0.274956     
1145           PARIS110       1.000000     0.502268     
1145           PARIS130       1.000000     0.698611     
1145           PARIS235       1.000000     0.637759     
1145           PARIS262       1.000000     0.138638     
1145           PARIS278       1.000000     0.443417     
1145           PARIS305       1.000000     0.474707     
1146           PARIS50        1.000000     0.551508     
1146           PARIS70        1.000000     0.536526     
1146           PARIS90        1.000000     0.286770     
1146           PARIS110       1.000000     0.543807     
1146           PARIS130       1.000000     3.592683     
1146           PARIS235       1.000000     0.602388     
1146           PARIS262       1.000000     0.183250     
1146           PARIS278       1.000000     0.319473     
1146           PARIS305       1.000000     0.448673     
1147           PARIS50        1.000000     0.710615     
1147           PARIS70        1.000000     0.640124     
1147           PARIS90        1.000000     0.314511     
1147           PARIS110       1.000000     0.602190     
1147           PARIS130       1.000000     0.792943     
1147           PARIS235       1.000000     0.530144     
1147           PARIS262       1.000000     0.157434     
1147           PARIS278       1.000000     0.350236     
1147           PARIS305       1.000000     0.474941     
1148           PARIS50        1.000000     0.693275     
1148           PARIS70        1.000000     0.808915     
1148           PARIS90        1.000000     0.412708     
1148           PARIS110       1.000000     0.552739     
1148           PARIS130       1.000000     0.653587     
1148           PARIS235       1.000000     0.533030     
1148           PARIS262       1.000000     0.213352     
1148           PARIS278       1.000000     0.392112     
1148           PARIS305       1.000000     0.499970     
1149           PARIS50        1.000000     0.668006     
1149           PARIS70        1.000000     0.688617     
1149           PARIS90        1.000000     0.375838     
1149           PARIS110       1.000000     0.617063     
1149           PARIS130       1.000000     0.706118     
1149           PARIS235       1.000000     0.550098     
1149           PARIS262       1.000000     0.254455     
1149           PARIS278       1.000000     0.374863     
1149           PARIS305       1.000000     0.376376     
1150           PARIS50        1.000000     0.715125     
1150           PARIS70        1.000000     0.574419     
1150           PARIS90        1.000000     0.382199     
1150           PARIS110       1.000000     0.592995     
1150           PARIS130       1.000000     0.843404     
1150           PARIS235       1.000000     0.594685     
1150           PARIS262       1.000000     0.181587     
1150           PARIS278       1.000000     0.429326     
1150           PARIS305       1.000000     0.398422     
1151           PARIS50        1.000000     0.661791     
1151           PARIS70        1.000000     0.568397     
1151           PARIS90        1.000000     0.373315     
1151           PARIS110       1.000000     0.601996     
1151           PARIS130       1.000000     3.606222     
1151           PARIS235       1.000000     0.621848     
1151           PARIS262       1.000000     0.225319     
1151           PARIS278       1.000000     0.422039     
1151           PARIS305       1.000000     0.383398     
1152           PARIS50        1.000000     0.711704     
1152           PARIS70        1.000000     0.510872     
1152           PARIS90        1.000000     0.321864     
1152           PARIS110       1.000000     0.597522     
1152           PARIS130       1.000000     4.442748     
1152           PARIS235       1.000000     0.622071     
1152           PARIS262       1.000000     0.186138     
1152           PARIS278       1.000000     0.414246     
1152           PARIS305       1.000000     0.395874     
1153           PARIS50        1.000000     0.705633     
1153           PARIS70        1.000000     0.504109     
1153           PARIS90        1.000000     0.337418     
1153           PARIS110       1.000000     0.570010     
1153           PARIS130       1.000000     0.786588     
1153           PARIS235       1.000000     0.598532     
1153           PARIS262       1.000000     0.195122     
1153           PARIS278       1.000000     0.378567     
1153           PARIS305       1.000000     0.394078     
1154           PARIS50        1.000000     0.624200     
1154           PARIS70        1.000000     0.467267     
1154           PARIS90        1.000000     0.307699     
1154           PARIS110       1.000000     0.610225     
1154           PARIS130       1.000000     0.723583     
1154           PARIS235       1.000000     0.625100     
1154           PARIS262       1.000000     0.104907     
1154           PARIS278       1.000000     0.316666     
1154           PARIS305       1.000000     0.453181     
1155           PARIS50        1.000000     0.641014     
1155           PARIS70        1.000000     0.486762     
1155           PARIS90        1.000000     0.325752     
1155           PARIS110       1.000000     0.506328     
1155           PARIS130       1.000000     0.735548     
1155           PARIS235       1.000000     0.645335     
1155           PARIS262       1.000000     0.154744     
1155           PARIS278       1.000000     0.399463     
1155           PARIS305       1.000000     0.441431     
1156           PARIS50        1.000000     0.594242     
1156           PARIS70        1.000000     0.422109     
1156           PARIS90        1.000000     0.334254     
1156           PARIS110       1.000000     0.504468     
1156           PARIS130       1.000000     0.684492     
1156           PARIS235       1.000000     0.646527     
1156           PARIS262       1.000000     0.131587     
1156           PARIS278       1.000000     0.390313     
1156           PARIS305       1.000000     0.396772     
1157           PARIS50        1.000000     0.506267     
1157           PARIS70        1.000000     0.493862     
1157           PARIS90        1.000000     0.491482     
1157           PARIS110       1.000000     0.514070     
1157           PARIS130       1.000000     0.528094     
1157           PARIS235       1.000000     0.512597     
1157           PARIS262       1.000000     0.489790     
1157           PARIS278       1.000000     0.491112     
1157           PARIS305       1.000000     0.495794     
1158           PARIS50        1.000000     0.594590     
1158           PARIS70        1.000000     0.410327     
1158           PARIS90        1.000000     0.291492     
1158           PARIS110       1.000000     0.402579     
1158           PARIS130       1.000000     0.749123     
1158           PARIS235       1.000000     0.639053     
1158           PARIS262       1.000000     0.180714     
1158           PARIS278       1.000000     0.339282     
1158           PARIS305       1.000000     0.372254     
1159           PARIS50        1.000000     0.634373     
1159           PARIS70        1.000000     0.447575     
1159           PARIS90        1.000000     0.240981     
1159           PARIS110       1.000000     0.516831     
1159           PARIS130       1.000000     0.773781     
1159           PARIS235       1.000000     0.636775     
1159           PARIS262       1.000000     0.107667     
1159           PARIS278       1.000000     0.304636     
1159           PARIS305       1.000000     0.353550     
1160           PARIS50        1.000000     0.687640     
1160           PARIS70        1.000000     0.497096     
1160           PARIS90        1.000000     0.342685     
1160           PARIS110       1.000000     0.499329     
1160           PARIS130       1.000000     4.342773     
1160           PARIS235       1.000000     0.604693     
1160           PARIS262       1.000000     0.133777     
1160           PARIS278       1.000000     0.381858     
1160           PARIS305       1.000000     0.313314     
1161           PARIS50        1.000000     0.655867     
1161           PARIS70        1.000000     0.570957     
1161           PARIS90        1.000000     0.385122     
1161           PARIS110       1.000000     0.490821     
1161           PARIS130       1.000000     4.426313     
1161           PARIS235       1.000000     0.531327     
1161           PARIS262       1.000000     0.198537     
1161           PARIS278       1.000000     0.356718     
1161           PARIS305       1.000000     0.387302     
1162           PARIS50        1.000000     0.552763     
1162           PARIS70        1.000000     0.491388     
1162           PARIS90        1.000000     0.279685     
1162           PARIS110       1.000000     0.528407     
1162           PARIS130       1.000000     0.826500     
1162           PARIS235       1.000000     0.593957     
1162           PARIS262       1.000000     0.171622     
1162           PARIS278       1.000000     0.331827     
1162           PARIS305       1.000000     0.369522     
1163           PARIS50        1.000000     0.572740     
1163           PARIS70        1.000000     0.435937     
1163           PARIS90        1.000000     0.231401     
1163           PARIS110       1.000000     0.527003     
1163           PARIS130       1.000000     0.784872     
1163           PARIS235       1.000000     0.642058     
1163           PARIS262       1.000000     0.052760     
1163           PARIS278       1.000000     0.343670     
1163           PARIS305       1.000000     0.430479     
1164           PARIS50        1.000000     0.632657     
1164           PARIS70        1.000000     0.427874     
1164           PARIS90        1.000000     0.321356     
1164           PARIS110       1.000000     0.478152     
1164           PARIS130       1.000000     0.697654     
1164           PARIS235       1.000000     0.662423     
1164           PARIS262       1.000000     0.178261     
1164           PARIS278       1.000000     0.322543     
1164           PARIS305       1.000000     0.448086     
1165           PARIS50        1.000000     0.571327     
1165           PARIS70        1.000000     0.460301     
1165           PARIS90        1.000000     0.299682     
1165           PARIS110       1.000000     0.502694     
1165           PARIS130       1.000000     0.648497     
1165           PARIS235       1.000000     46.503348    
1165           PARIS262       1.000000     0.152579     
1165           PARIS278       1.000000     0.411753     
1165           PARIS305       1.000000     0.438402     
1166           PARIS50        1.000000     0.646225     
1166           PARIS70        1.000000     0.490099     
1166           PARIS90        1.000000     0.247283     
1166           PARIS110       1.000000     0.486569     
1166           PARIS130       1.000000     0.671144     
1166           PARIS235       1.000000     0.724890     
1166           PARIS262       1.000000     0.204394     
1166           PARIS278       1.000000     0.342355     
1166           PARIS305       1.000000     0.469807     
1167           PARIS50        1.000000     0.514418     
1167           PARIS70        1.000000     0.463527     
1167           PARIS90        1.000000     0.308916     
1167           PARIS110       1.000000     0.500787     
1167           PARIS130       1.000000     0.653209     
1167           PARIS235       1.000000     0.730983     
1167           PARIS262       1.000000     0.161660     
1167           PARIS278       1.000000     0.365859     
1167           PARIS305       1.000000     0.431999     
1168           PARIS50        1.000000     0.603852     
1168           PARIS70        1.000000     0.468714     
1168           PARIS90        1.000000     0.271643     
1168           PARIS110       1.000000     0.455329     
1168           PARIS130       1.000000     0.608900     
1168           PARIS235       1.000000     0.747023     
1168           PARIS262       1.000000     0.181951     
1168           PARIS278       1.000000     0.372397     
1168           PARIS305       1.000000     0.456903     
1169           PARIS50        1.000000     0.551844     
1169           PARIS70        1.000000     0.460048     
1169           PARIS90        1.000000     0.375835     
1169           PARIS110       1.000000     0.473968     
1169           PARIS130       1.000000     0.604477     
1169           PARIS235       1.000000     0.705464     
1169           PARIS262       1.000000     0.181809     
1169           PARIS278       1.000000     0.379819     
1169           PARIS305       1.000000     0.459040     
168            PARIS50        1.000000     0.531105     
168            PARIS70        1.000000     0.557659     
168            PARIS90        1.000000     0.459271     
168            PARIS110       1.000000     0.502101     
168            PARIS130       1.000000     0.571075     
168            PARIS235       1.000000     0.560712     
168            PARIS262       1.000000     0.365784     
168            PARIS278       1.000000     0.400323     
168            PARIS305       1.000000     0.471884     
169            PARIS50        1.000000     0.714071     
169            PARIS70        1.000000     0.774267     
169            PARIS90        1.000000     0.378082     
169            PARIS110       1.000000     0.541530     
169            PARIS130       1.000000     0.755759     
169            PARIS235       1.000000     0.739258     
169            PARIS262       1.000000     -13.549136   
169            PARIS278       1.000000     0.126420     
169            PARIS305       1.000000     0.411858     
170            PARIS50        1.000000     0.653428     
170            PARIS70        1.000000     0.736741     
170            PARIS90        1.000000     0.329315     
170            PARIS110       1.000000     0.563037     
170            PARIS130       1.000000     0.775744     
170            PARIS235       1.000000     0.711836     
170            PARIS262       1.000000     -14.445821   
170            PARIS278       1.000000     0.146612     
170            PARIS305       1.000000     0.417686     
171            PARIS50        1.000000     0.591879     
171            PARIS70        1.000000     0.759702     
171            PARIS90        1.000000     0.364997     
171            PARIS110       1.000000     0.580072     
171            PARIS130       1.000000     0.791199     
171            PARIS235       1.000000     0.702662     
171            PARIS262       1.000000     -14.531671   
171            PARIS278       1.000000     0.153995     
171            PARIS305       1.000000     0.381900     
172            PARIS50        1.000000     0.659620     
172            PARIS70        1.000000     0.756222     
172            PARIS90        1.000000     0.391824     
172            PARIS110       1.000000     0.560643     
172            PARIS130       1.000000     6.436594     
172            PARIS235       1.000000     0.741768     
172            PARIS262       1.000000     -14.464299   
172            PARIS278       1.000000     0.106143     
172            PARIS305       1.000000     0.422472     
173            PARIS50        1.000000     0.586921     
173            PARIS70        1.000000     0.741365     
173            PARIS90        1.000000     0.381358     
173            PARIS110       1.000000     0.583510     
173            PARIS130       1.000000     6.522911     
173            PARIS235       1.000000     0.757100     
173            PARIS262       1.000000     -13.506921   
173            PARIS278       1.000000     0.096388     
173            PARIS305       1.000000     0.368955     
174            PARIS50        1.000000     0.647170     
174            PARIS70        1.000000     0.782589     
174            PARIS90        1.000000     0.372885     
174            PARIS110       1.000000     0.563106     
174            PARIS130       1.000000     0.834172     
174            PARIS235       1.000000     0.762810     
174            PARIS262       1.000000     -13.489034   
174            PARIS278       1.000000     0.062464     
174            PARIS305       1.000000     0.436970     
175            PARIS50        1.000000     0.586810     
175            PARIS70        1.000000     0.774205     
175            PARIS90        1.000000     0.361873     
175            PARIS110       1.000000     0.598994     
175            PARIS130       1.000000     0.837035     
175            PARIS235       1.000000     0.742829     
175            PARIS262       1.000000     -14.480166   
175            PARIS278       1.000000     -11.526178   
175            PARIS305       1.000000     0.388538     
176            PARIS50        1.000000     0.561330     
176            PARIS70        1.000000     0.727703     
176            PARIS90        1.000000     0.410695     
176            PARIS110       1.000000     0.528631     
176            PARIS130       1.000000     6.557796     
176            PARIS235       1.000000     0.739562     
176            PARIS262       1.000000     -14.512749   
176            PARIS278       1.000000     0.088108     
176            PARIS305       1.000000     0.375383     
177            PARIS50        1.000000     0.626114     
177            PARIS70        1.000000     0.750575     
177            PARIS90        1.000000     0.370904     
177            PARIS110       1.000000     0.577605     
177            PARIS130       1.000000     6.544121     
177            PARIS235       1.000000     0.773993     
177            PARIS262       1.000000     -14.450878   
177            PARIS278       1.000000     0.125417     
177            PARIS305       1.000000     0.439282     
178            PARIS50        1.000000     0.557966     
178            PARIS70        1.000000     0.661684     
178            PARIS90        1.000000     0.465203     
178            PARIS110       1.000000     0.524316     
178            PARIS130       1.000000     6.537316     
178            PARIS235       1.000000     0.677065     
178            PARIS262       1.000000     0.136164     
178            PARIS278       1.000000     0.268440     
178            PARIS305       1.000000     0.422247     
179            PARIS50        1.000000     0.573973     
179            PARIS70        1.000000     0.728790     
179            PARIS90        1.000000     0.438804     
179            PARIS110       1.000000     0.586102     
179            PARIS130       1.000000     0.716270     
179            PARIS235       1.000000     0.679268     
179            PARIS262       1.000000     0.156695     
179            PARIS278       1.000000     0.225437     
179            PARIS305       1.000000     0.458900     
180            PARIS50        1.000000     0.658525     
180            PARIS70        1.000000     8.484818     
180            PARIS90        1.000000     0.416380     
180            PARIS110       1.000000     0.580901     
180            PARIS130       1.000000     6.518370     
180            PARIS235       1.000000     0.759328     
180            PARIS262       1.000000     -13.507402   
180            PARIS278       1.000000     0.134300     
180            PARIS305       1.000000     0.409946     
181            PARIS50        1.000000     0.618858     
181            PARIS70        1.000000     7.555903     
181            PARIS90        1.000000     0.371732     
181            PARIS110       1.000000     0.606641     
181            PARIS130       1.000000     6.529524     
181            PARIS235       1.000000     0.785049     
181            PARIS262       1.000000     -13.495310   
181            PARIS278       1.000000     0.038646     
181            PARIS305       1.000000     0.427742     
182            PARIS50        1.000000     0.589506     
182            PARIS70        1.000000     7.552065     
182            PARIS90        1.000000     0.393457     
182            PARIS110       1.000000     0.622381     
182            PARIS130       1.000000     6.556642     
182            PARIS235       1.000000     0.808091     
182            PARIS262       1.000000     -14.488190   
182            PARIS278       1.000000     0.056339     
182            PARIS305       1.000000     0.439766     
183            PARIS50        1.000000     0.617064     
183            PARIS70        1.000000     7.573831     
183            PARIS90        1.000000     0.434507     
183            PARIS110       1.000000     0.608206     
183            PARIS130       1.000000     6.528416     
183            PARIS235       1.000000     0.720825     
183            PARIS262       1.000000     -13.548977   
183            PARIS278       1.000000     0.126514     
183            PARIS305       1.000000     0.383175     
184            PARIS50        1.000000     0.629753     
184            PARIS70        1.000000     7.530874     
184            PARIS90        1.000000     0.380664     
184            PARIS110       1.000000     0.617953     
184            PARIS130       1.000000     6.551353     
184            PARIS235       1.000000     0.783765     
184            PARIS262       1.000000     -15.487789   
184            PARIS278       1.000000     0.139631     
184            PARIS305       1.000000     0.351456     
185            PARIS50        1.000000     0.563457     
185            PARIS70        1.000000     0.673921     
185            PARIS90        1.000000     0.390398     
185            PARIS110       1.000000     0.590639     
185            PARIS130       1.000000     6.590071     
185            PARIS235       1.000000     0.705828     
185            PARIS262       1.000000     -14.510959   
185            PARIS278       1.000000     0.084826     
185            PARIS305       1.000000     0.371296     
186            PARIS50        1.000000     0.574040     
186            PARIS70        1.000000     0.640820     
186            PARIS90        1.000000     0.446712     
186            PARIS110       1.000000     0.573435     
186            PARIS130       1.000000     7.518322     
186            PARIS235       1.000000     0.742146     
186            PARIS262       1.000000     -16.505049   
186            PARIS278       1.000000     0.079121     
186            PARIS305       1.000000     0.380657     
187            PARIS50        1.000000     0.502293     
187            PARIS70        1.000000     0.561703     
187            PARIS90        1.000000     0.251920     
187            PARIS110       1.000000     0.583057     
187            PARIS130       1.000000     7.379751     
187            PARIS235       1.000000     49.496172    
187            PARIS262       1.000000     -16.525714   
187            PARIS278       1.000000     0.065728     
187            PARIS305       1.000000     0.358211     
188            PARIS50        1.000000     0.563282     
188            PARIS70        1.000000     0.629815     
188            PARIS90        1.000000     0.365565     
188            PARIS110       1.000000     0.563130     
188            PARIS130       1.000000     7.434281     
188            PARIS235       1.000000     2.595765     
188            PARIS262       1.000000     -16.429078   
188            PARIS278       1.000000     0.037509     
188            PARIS305       1.000000     0.384648     
189            PARIS50        1.000000     0.627994     
189            PARIS70        1.000000     7.570748     
189            PARIS90        1.000000     0.395128     
189            PARIS110       1.000000     0.620748     
189            PARIS130       1.000000     6.548119     
189            PARIS235       1.000000     0.751730     
189            PARIS262       1.000000     -14.486791   
189            PARIS278       1.000000     0.033230     
189            PARIS305       1.000000     0.391849     
190            PARIS50        1.000000     0.597764     
190            PARIS70        1.000000     7.593626     
190            PARIS90        1.000000     0.368478     
190            PARIS110       1.000000     0.575984     
190            PARIS130       1.000000     6.561722     
190            PARIS235       1.000000     0.773907     
190            PARIS262       1.000000     -14.481693   
190            PARIS278       1.000000     0.082538     
190            PARIS305       1.000000     0.401564     
191            PARIS50        1.000000     0.644973     
191            PARIS70        1.000000     8.509460     
191            PARIS90        1.000000     0.400324     
191            PARIS110       1.000000     0.636411     
191            PARIS130       1.000000     6.506940     
191            PARIS235       1.000000     0.803057     
191            PARIS262       1.000000     -15.498882   
191            PARIS278       1.000000     0.109549     
191            PARIS305       1.000000     0.426831     
192            PARIS50        1.000000     0.662112     
192            PARIS70        1.000000     8.549695     
192            PARIS90        1.000000     0.475563     
192            PARIS110       1.000000     0.702596     
192            PARIS130       1.000000     6.557315     
192            PARIS235       1.000000     0.828677     
192            PARIS262       1.000000     -14.481203   
192            PARIS278       1.000000     0.030327     
192            PARIS305       1.000000     0.441549     
193            PARIS50        1.000000     0.654425     
193            PARIS70        1.000000     8.521724     
193            PARIS90        1.000000     0.428407     
193            PARIS110       1.000000     0.644291     
193            PARIS130       1.000000     6.556642     
193            PARIS235       1.000000     0.844515     
193            PARIS262       1.000000     -13.501402   
193            PARIS278       1.000000     0.137543     
193            PARIS305       1.000000     0.502224     
194            PARIS50        1.000000     0.681563     
194            PARIS70        1.000000     8.517735     
194            PARIS90        1.000000     0.439073     
194            PARIS110       1.000000     0.703327     
194            PARIS130       1.000000     6.536336     
194            PARIS235       1.000000     0.763854     
194            PARIS262       1.000000     -13.480169   
194            PARIS278       1.000000     0.084826     
194            PARIS305       1.000000     0.462905     
195            PARIS50        1.000000     0.611239     
195            PARIS70        1.000000     7.581800     
195            PARIS90        1.000000     0.428367     
195            PARIS110       1.000000     0.675922     
195            PARIS130       1.000000     7.432635     
195            PARIS235       1.000000     0.738140     
195            PARIS262       1.000000     -14.507219   
195            PARIS278       1.000000     0.099690     
195            PARIS305       1.000000     0.421486     
196            PARIS50        1.000000     0.631676     
196            PARIS70        1.000000     7.577433     
196            PARIS90        1.000000     0.487267     
196            PARIS110       1.000000     0.615891     
196            PARIS130       1.000000     6.531473     
196            PARIS235       1.000000     0.787709     
196            PARIS262       1.000000     -13.560813   
196            PARIS278       1.000000     0.054398     
196            PARIS305       1.000000     0.362916     
197            PARIS50        1.000000     0.624479     
197            PARIS70        1.000000     0.826750     
197            PARIS90        1.000000     0.468156     
197            PARIS110       1.000000     0.651907     
197            PARIS130       1.000000     7.495259     
197            PARIS235       1.000000     0.764859     
197            PARIS262       1.000000     -15.512931   
197            PARIS278       1.000000     0.041100     
197            PARIS305       1.000000     0.381029     
198            PARIS50        1.000000     0.537131     
198            PARIS70        1.000000     0.720800     
198            PARIS90        1.000000     0.397486     
198            PARIS110       1.000000     0.580548     
198            PARIS130       1.000000     7.522485     
198            PARIS235       1.000000     0.722168     
198            PARIS262       1.000000     -15.497453   
198            PARIS278       1.000000     0.043696     
