# Spectre_numero    Detecteur       a_opt         b_opt  
465            PARIS130       1.000000     18.468341    
465            PARIS235       1.000000     0.598992     
465            PARIS262       1.000000     0.407625     
465            PARIS278       1.000000     0.471501     
465            PARIS305       1.000000     0.475203     
466            PARIS50        1.000000     0.689940     
466            PARIS70        1.000000     0.642745     
466            PARIS90        1.000000     0.689183     
466            PARIS110       1.000000     0.693075     
466            PARIS130       1.000000     0.714772     
466            PARIS235       1.000000     0.383941     
466            PARIS262       1.000000     0.371712     
466            PARIS278       1.000000     0.409185     
466            PARIS305       1.000000     0.536859     
466            PARIS50        1.000000     0.693041     
466            PARIS70        1.000000     0.664166     
466            PARIS90        1.000000     0.641177     
466            PARIS110       1.000000     0.650519     
466            PARIS130       1.000000     17.524332    
466            PARIS235       1.000000     1.600638     
466            PARIS262       1.000000     0.353498     
466            PARIS278       1.000000     0.436347     
466            PARIS305       1.000000     0.449266     
467            PARIS50        1.000000     6.509138     
467            PARIS70        1.000000     0.686284     
467            PARIS90        1.000000     0.810550     
467            PARIS110       1.000000     2.605852     
467            PARIS130       1.000000     0.642421     
467            PARIS235       1.000000     0.467807     
467            PARIS262       1.000000     0.373175     
467            PARIS278       1.000000     0.436747     
467            PARIS305       1.000000     0.543780     
467            PARIS50        1.000000     0.743717     
467            PARIS70        1.000000     0.638182     
467            PARIS90        1.000000     0.803047     
467            PARIS110       1.000000     0.824340     
467            PARIS130       1.000000     17.518273    
467            PARIS235       1.000000     3.518507     
467            PARIS262       1.000000     0.225896     
467            PARIS278       1.000000     0.328768     
467            PARIS305       1.000000     0.446770     
468            PARIS50        1.000000     6.495949     
468            PARIS70        1.000000     0.692330     
468            PARIS90        1.000000     7.359873     
468            PARIS110       1.000000     2.619298     
468            PARIS130       1.000000     0.672046     
468            PARIS235       1.000000     0.553438     
468            PARIS262       1.000000     0.384542     
468            PARIS278       1.000000     0.485296     
468            PARIS305       1.000000     0.533133     
468            PARIS50        1.000000     5.454408     
468            PARIS70        1.000000     0.654288     
468            PARIS90        1.000000     5.494951     
468            PARIS110       1.000000     0.832940     
468            PARIS130       1.000000     17.518349    
468            PARIS235       1.000000     4.505116     
468            PARIS262       1.000000     0.347317     
468            PARIS278       1.000000     0.406777     
468            PARIS305       1.000000     0.398649     
469            PARIS50        1.000000     7.362319     
469            PARIS70        1.000000     7.570937     
469            PARIS90        1.000000     7.423592     
469            PARIS110       1.000000     3.494085     
469            PARIS130       1.000000     6.519958     
469            PARIS235       1.000000     0.581724     
469            PARIS262       1.000000     0.411283     
469            PARIS278       1.000000     0.404119     
469            PARIS305       1.000000     0.533716     
469            PARIS50        1.000000     5.514231     
469            PARIS70        1.000000     7.573006     
469            PARIS90        1.000000     6.466938     
469            PARIS110       1.000000     2.560897     
469            PARIS130       1.000000     18.519162    
469            PARIS235       1.000000     5.467665     
469            PARIS262       1.000000     0.285302     
469            PARIS278       1.000000     0.439097     
469            PARIS305       1.000000     0.451640     
470            PARIS50        1.000000     6.545767     
470            PARIS70        1.000000     7.580385     
470            PARIS90        1.000000     7.467992     
470            PARIS110       1.000000     3.476929     
470            PARIS130       1.000000     0.757342     
470            PARIS235       1.000000     0.625157     
470            PARIS262       1.000000     0.434826     
470            PARIS278       1.000000     0.453166     
470            PARIS305       1.000000     0.525371     
470            PARIS50        1.000000     5.475692     
470            PARIS70        1.000000     8.453213     
470            PARIS90        1.000000     6.428352     
470            PARIS110       1.000000     2.564910     
470            PARIS130       1.000000     18.480609    
470            PARIS235       1.000000     4.514570     
470            PARIS262       1.000000     0.324763     
470            PARIS278       1.000000     0.473315     
470            PARIS305       1.000000     0.463941     
471            PARIS50        1.000000     6.565964     
471            PARIS70        1.000000     0.748027     
471            PARIS90        1.000000     7.481328     
471            PARIS110       1.000000     3.452272     
471            PARIS130       1.000000     0.624362     
471            PARIS235       1.000000     0.607073     
471            PARIS262       1.000000     0.366508     
471            PARIS278       1.000000     0.419107     
471            PARIS305       1.000000     0.547171     
471            PARIS50        1.000000     5.445366     
471            PARIS70        1.000000     0.762949     
471            PARIS90        1.000000     6.424119     
471            PARIS110       1.000000     2.533898     
471            PARIS130       1.000000     17.499670    
471            PARIS235       1.000000     5.485814     
471            PARIS262       1.000000     0.340873     
471            PARIS278       1.000000     0.404940     
471            PARIS305       1.000000     0.523019     
472            PARIS50        1.000000     6.506801     
472            PARIS70        1.000000     0.738273     
472            PARIS90        1.000000     7.446908     
472            PARIS110       1.000000     3.497637     
472            PARIS130       1.000000     0.667644     
472            PARIS235       1.000000     0.592377     
472            PARIS262       1.000000     0.384213     
472            PARIS278       1.000000     0.410143     
472            PARIS305       1.000000     0.528504     
472            PARIS50        1.000000     5.449549     
472            PARIS70        1.000000     0.670006     
472            PARIS90        1.000000     5.547564     
472            PARIS110       1.000000     2.574270     
472            PARIS130       1.000000     17.461316    
472            PARIS235       1.000000     4.492256     
472            PARIS262       1.000000     0.360805     
472            PARIS278       1.000000     0.402255     
472            PARIS305       1.000000     0.498252     
473            PARIS50        1.000000     6.408309     
473            PARIS70        1.000000     0.716200     
473            PARIS90        1.000000     6.565495     
473            PARIS110       1.000000     3.488422     
473            PARIS130       1.000000     0.729281     
473            PARIS235       1.000000     0.509235     
473            PARIS262       1.000000     0.405402     
473            PARIS278       1.000000     0.485869     
473            PARIS305       1.000000     0.589860     
473            PARIS50        1.000000     4.567131     
473            PARIS70        1.000000     0.733255     
473            PARIS90        1.000000     0.723340     
473            PARIS110       1.000000     0.828862     
473            PARIS130       1.000000     17.554718    
473            PARIS235       1.000000     4.476531     
473            PARIS262       1.000000     0.279051     
473            PARIS278       1.000000     0.385358     
473            PARIS305       1.000000     0.436840     
474            PARIS50        1.000000     0.756898     
474            PARIS70        1.000000     0.711945     
474            PARIS90        1.000000     0.770906     
474            PARIS110       1.000000     2.579948     
474            PARIS130       1.000000     0.750192     
474            PARIS235       1.000000     0.555510     
474            PARIS262       1.000000     0.365240     
474            PARIS278       1.000000     0.430661     
474            PARIS305       1.000000     0.557352     
474            PARIS50        1.000000     0.773375     
474            PARIS70        1.000000     0.761708     
474            PARIS90        1.000000     0.717165     
474            PARIS110       1.000000     3.415628     
474            PARIS130       1.000000     18.415055    
474            PARIS235       1.000000     3.492968     
474            PARIS262       1.000000     0.326548     
474            PARIS278       1.000000     0.376688     
474            PARIS305       1.000000     0.573716     
475            PARIS50        1.000000     0.703119     
475            PARIS70        1.000000     0.745918     
475            PARIS90        1.000000     0.788765     
475            PARIS110       1.000000     0.774761     
475            PARIS130       1.000000     0.715002     
475            PARIS235       1.000000     0.470264     
475            PARIS262       1.000000     0.387519     
475            PARIS278       1.000000     0.418685     
475            PARIS305       1.000000     0.627033     
475            PARIS50        1.000000     0.650699     
475            PARIS70        1.000000     0.682290     
475            PARIS90        1.000000     0.644370     
475            PARIS110       1.000000     0.686773     
475            PARIS130       1.000000     17.523103    
475            PARIS235       1.000000     3.464886     
475            PARIS262       1.000000     0.301544     
475            PARIS278       1.000000     0.390826     
475            PARIS305       1.000000     0.481298     
495            PARIS50        1.000000     0.589438     
495            PARIS70        1.000000     0.611682     
495            PARIS90        1.000000     0.585668     
495            PARIS110       1.000000     0.648462     
495            PARIS130       1.000000     0.608754     
495            PARIS235       1.000000     0.562386     
495            PARIS262       1.000000     0.488119     
495            PARIS278       1.000000     0.501379     
495            PARIS305       1.000000     0.517171     
495            PARIS50        1.000000     0.590407     
495            PARIS70        1.000000     0.623734     
495            PARIS90        1.000000     0.584255     
495            PARIS110       1.000000     0.594278     
495            PARIS130       1.000000     0.596550     
495            PARIS235       1.000000     0.700752     
495            PARIS262       1.000000     0.463367     
495            PARIS278       1.000000     0.488909     
495            PARIS305       1.000000     0.521435     
496            PARIS50        1.000000     7.529763     
496            PARIS70        1.000000     8.548425     
496            PARIS90        1.000000     8.382132     
496            PARIS110       1.000000     4.498823     
496            PARIS130       1.000000     52.496521    
496            PARIS235       1.000000     6.488456     
496            PARIS262       1.000000     0.448029     
496            PARIS278       1.000000     0.569579     
496            PARIS305       1.000000     0.665962     
496            PARIS50        1.000000     6.476753     
496            PARIS70        1.000000     8.514042     
496            PARIS90        1.000000     6.504172     
496            PARIS110       1.000000     3.552942     
496            PARIS130       1.000000     0.654824     
496            PARIS235       1.000000     11.491100    
496            PARIS262       1.000000     0.297313     
496            PARIS278       1.000000     0.559595     
496            PARIS305       1.000000     0.623541     
497            PARIS50        1.000000     8.534803     
497            PARIS70        1.000000     9.406573     
497            PARIS90        1.000000     9.462703     
497            PARIS110       1.000000     4.590577     
497            PARIS130       1.000000     7.504094     
497            PARIS235       1.000000     9.479958     
497            PARIS262       1.000000     0.576650     
497            PARIS278       1.000000     0.518492     
497            PARIS305       1.000000     0.761370     
497            PARIS50        1.000000     7.516774     
497            PARIS70        1.000000     8.568415     
497            PARIS90        1.000000     7.528721     
497            PARIS110       1.000000     4.500187     
497            PARIS130       1.000000     19.479918    
497            PARIS235       1.000000     12.493630    
497            PARIS262       1.000000     0.508718     
497            PARIS278       1.000000     0.496477     
497            PARIS305       1.000000     0.646658     
498            PARIS50        1.000000     9.480436     
498            PARIS70        1.000000     9.430388     
498            PARIS90        1.000000     9.513740     
498            PARIS110       1.000000     4.526414     
498            PARIS130       1.000000     6.535249     
498            PARIS235       1.000000     8.474316     
498            PARIS262       1.000000     0.579942     
498            PARIS278       1.000000     0.558676     
498            PARIS305       1.000000     0.754460     
498            PARIS50        1.000000     8.454237     
498            PARIS70        1.000000     9.420698     
498            PARIS90        1.000000     8.490503     
498            PARIS110       1.000000     3.579706     
498            PARIS130       1.000000     18.506427    
498            PARIS235       1.000000     11.506421    
498            PARIS262       1.000000     0.472807     
498            PARIS278       1.000000     0.488074     
498            PARIS305       1.000000     0.661682     
499            PARIS50        1.000000     8.489254     
499            PARIS70        1.000000     8.620262     
499            PARIS90        1.000000     9.499483     
499            PARIS110       1.000000     4.529852     
499            PARIS130       1.000000     41.495437    
499            PARIS235       1.000000     0.765152     
499            PARIS262       1.000000     0.581224     
499            PARIS278       1.000000     0.570557     
499            PARIS305       1.000000     0.782832     
499            PARIS50        1.000000     7.484505     
499            PARIS70        1.000000     8.504835     
499            PARIS90        1.000000     8.467739     
499            PARIS110       1.000000     3.587732     
499            PARIS130       1.000000     0.662550     
499            PARIS235       1.000000     9.497816     
499            PARIS262       1.000000     0.464392     
499            PARIS278       1.000000     0.564047     
499            PARIS305       1.000000     0.731712     
500            PARIS50        1.000000     7.554645     
500            PARIS70        1.000000     9.493898     
500            PARIS90        1.000000     9.450181     
500            PARIS110       1.000000     3.593167     
500            PARIS130       1.000000     50.512470    
500            PARIS235       1.000000     0.729822     
500            PARIS262       1.000000     0.503254     
500            PARIS278       1.000000     0.505048     
500            PARIS305       1.000000     0.623031     
500            PARIS50        1.000000     6.477935     
500            PARIS70        1.000000     9.448347     
500            PARIS90        1.000000     7.508782     
500            PARIS110       1.000000     3.499444     
500            PARIS130       1.000000     61.501995    
500            PARIS235       1.000000     8.498451     
500            PARIS262       1.000000     0.434092     
500            PARIS278       1.000000     0.498357     
500            PARIS305       1.000000     0.535603     
501            PARIS50        1.000000     7.452194     
501            PARIS70        1.000000     9.497834     
501            PARIS90        1.000000     8.465746     
501            PARIS110       1.000000     4.454457     
501            PARIS130       1.000000     30.527461    
501            PARIS235       1.000000     0.665569     
501            PARIS262       1.000000     0.450992     
501            PARIS278       1.000000     0.557652     
501            PARIS305       1.000000     0.595953     
501            PARIS50        1.000000     6.406282     
501            PARIS70        1.000000     9.526235     
501            PARIS90        1.000000     7.434064     
501            PARIS110       1.000000     3.537350     
501            PARIS130       1.000000     43.470722    
501            PARIS235       1.000000     5.509905     
501            PARIS262       1.000000     0.384216     
501            PARIS278       1.000000     0.453867     
501            PARIS305       1.000000     0.567901     
502            PARIS50        1.000000     6.549160     
502            PARIS70        1.000000     7.576923     
502            PARIS90        1.000000     7.551215     
502            PARIS110       1.000000     3.576207     
502            PARIS130       1.000000     8.512981     
502            PARIS235       1.000000     0.692461     
502            PARIS262       1.000000     0.490515     
502            PARIS278       1.000000     0.478815     
502            PARIS305       1.000000     0.637207     
502            PARIS50        1.000000     5.471220     
502            PARIS70        1.000000     7.543222     
502            PARIS90        1.000000     6.502900     
502            PARIS110       1.000000     3.443133     
502            PARIS130       1.000000     19.536006    
502            PARIS235       1.000000     7.497363     
502            PARIS262       1.000000     0.392522     
502            PARIS278       1.000000     0.436597     
502            PARIS305       1.000000     0.554455     
503            PARIS50        1.000000     7.388997     
503            PARIS70        1.000000     0.712360     
503            PARIS90        1.000000     7.465767     
503            PARIS110       1.000000     3.513009     
503            PARIS130       1.000000     0.728067     
503            PARIS235       1.000000     0.632680     
503            PARIS262       1.000000     0.389657     
503            PARIS278       1.000000     0.472288     
503            PARIS305       1.000000     0.582775     
503            PARIS50        1.000000     5.506625     
503            PARIS70        1.000000     0.682277     
503            PARIS90        1.000000     6.472497     
503            PARIS110       1.000000     2.588936     
503            PARIS130       1.000000     17.525526    
503            PARIS235       1.000000     4.536306     
503            PARIS262       1.000000     0.306645     
503            PARIS278       1.000000     0.427434     
503            PARIS305       1.000000     0.513131     
504            PARIS50        1.000000     7.442231     
504            PARIS70        1.000000     0.697192     
504            PARIS90        1.000000     7.475553     
504            PARIS110       1.000000     3.495219     
504            PARIS130       1.000000     0.719097     
504            PARIS235       1.000000     0.611796     
504            PARIS262       1.000000     0.438937     
504            PARIS278       1.000000     0.535305     
504            PARIS305       1.000000     0.570831     
504            PARIS50        1.000000     5.549444     
504            PARIS70        1.000000     0.679039     
504            PARIS90        1.000000     5.572713     
504            PARIS110       1.000000     2.581352     
504            PARIS130       1.000000     17.527895    
504            PARIS235       1.000000     4.549033     
504            PARIS262       1.000000     0.337950     
504            PARIS278       1.000000     0.387861     
504            PARIS305       1.000000     0.469330     
505            PARIS50        1.000000     6.598044     
505            PARIS70        1.000000     0.674635     
505            PARIS90        1.000000     6.577885     
505            PARIS110       1.000000     3.515548     
505            PARIS130       1.000000     0.731187     
505            PARIS235       1.000000     0.623353     
505            PARIS262       1.000000     0.416534     
505            PARIS278       1.000000     0.445671     
505            PARIS305       1.000000     0.583501     
505            PARIS50        1.000000     5.518665     
505            PARIS70        1.000000     0.716547     
505            PARIS90        1.000000     5.539608     
505            PARIS110       1.000000     2.607259     
505            PARIS130       1.000000     17.451355    
505            PARIS235       1.000000     4.546388     
505            PARIS262       1.000000     0.252918     
505            PARIS278       1.000000     0.433960     
505            PARIS305       1.000000     0.474874     
506            PARIS50        1.000000     6.527597     
506            PARIS70        1.000000     0.617130     
506            PARIS90        1.000000     6.527320     
506            PARIS110       1.000000     3.469214     
506            PARIS130       1.000000     0.614371     
506            PARIS235       1.000000     0.537330     
506            PARIS262       1.000000     0.484198     
506            PARIS278       1.000000     0.483267     
506            PARIS305       1.000000     0.526323     
506            PARIS50        1.000000     5.485833     
506            PARIS70        1.000000     0.621264     
506            PARIS90        1.000000     0.721102     
506            PARIS110       1.000000     0.738856     
506            PARIS130       1.000000     17.476078    
506            PARIS235       1.000000     5.485646     
506            PARIS262       1.000000     0.381069     
506            PARIS278       1.000000     0.408293     
506            PARIS305       1.000000     0.466524     
507            PARIS50        1.000000     6.576280     
507            PARIS70        1.000000     0.634782     
507            PARIS90        1.000000     0.697756     
507            PARIS110       1.000000     0.713214     
507            PARIS130       1.000000     0.582182     
507            PARIS235       1.000000     0.570590     
507            PARIS262       1.000000     0.439334     
507            PARIS278       1.000000     0.486913     
507            PARIS305       1.000000     0.486594     
507            PARIS50        1.000000     0.716198     
507            PARIS70        1.000000     0.594070     
507            PARIS90        1.000000     0.651725     
507            PARIS110       1.000000     0.676502     
507            PARIS130       1.000000     17.469151    
507            PARIS235       1.000000     5.497012     
507            PARIS262       1.000000     0.404093     
507            PARIS278       1.000000     0.503510     
507            PARIS305       1.000000     0.472025     
508            PARIS50        1.000000     7.460867     
508            PARIS70        1.000000     0.679765     
508            PARIS90        1.000000     6.592112     
508            PARIS110       1.000000     3.519495     
508            PARIS130       1.000000     0.658029     
508            PARIS235       1.000000     0.611518     
508            PARIS262       1.000000     0.382343     
508            PARIS278       1.000000     0.440273     
508            PARIS305       1.000000     0.557599     
508            PARIS50        1.000000     5.548035     
508            PARIS70        1.000000     0.684065     
508            PARIS90        1.000000     5.577189     
508            PARIS110       1.000000     2.558282     
508            PARIS130       1.000000     17.510621    
508            PARIS235       1.000000     4.524395     
508            PARIS262       1.000000     0.252606     
508            PARIS278       1.000000     0.428735     
508            PARIS305       1.000000     0.434854     
509            PARIS50        1.000000     6.611457     
509            PARIS70        1.000000     0.735737     
509            PARIS90        1.000000     7.423212     
509            PARIS110       1.000000     3.540436     
509            PARIS130       1.000000     0.708136     
509            PARIS235       1.000000     0.739212     
509            PARIS262       1.000000     0.405500     
509            PARIS278       1.000000     0.520832     
509            PARIS305       1.000000     0.587608     
509            PARIS50        1.000000     5.513097     
509            PARIS70        1.000000     0.745472     
509            PARIS90        1.000000     5.572537     
509            PARIS110       1.000000     3.454686     
509            PARIS130       1.000000     17.540027    
509            PARIS235       1.000000     7.512454     
509            PARIS262       1.000000     0.329881     
509            PARIS278       1.000000     0.451838     
509            PARIS305       1.000000     0.419830     
510            PARIS50        1.000000     6.590365     
510            PARIS70        1.000000     7.516231     
510            PARIS90        1.000000     7.433376     
510            PARIS110       1.000000     3.526080     
510            PARIS130       1.000000     8.481763     
510            PARIS235       1.000000     0.692413     
510            PARIS262       1.000000     0.372803     
510            PARIS278       1.000000     0.501674     
510            PARIS305       1.000000     0.606774     
510            PARIS50        1.000000     5.482288     
510            PARIS70        1.000000     7.463115     
510            PARIS90        1.000000     5.607671     
510            PARIS110       1.000000     3.440422     
510            PARIS130       1.000000     19.544462    
510            PARIS235       1.000000     8.524709     
510            PARIS262       1.000000     0.286185     
510            PARIS278       1.000000     0.436075     
510            PARIS305       1.000000     0.467011     
511            PARIS50        1.000000     6.551842     
511            PARIS70        1.000000     7.558080     
511            PARIS90        1.000000     7.474060     
511            PARIS110       1.000000     3.515682     
511            PARIS130       1.000000     8.496619     
511            PARIS235       1.000000     0.759490     
511            PARIS262       1.000000     0.417186     
511            PARIS278       1.000000     0.437411     
511            PARIS305       1.000000     0.587793     
511            PARIS50        1.000000     5.527877     
511            PARIS70        1.000000     7.548843     
511            PARIS90        1.000000     5.584494     
511            PARIS110       1.000000     3.429357     
511            PARIS130       1.000000     21.471125    
511            PARIS235       1.000000     9.477494     
511            PARIS262       1.000000     0.338571     
511            PARIS278       1.000000     0.477632     
511            PARIS305       1.000000     0.484117     
512            PARIS50        1.000000     6.577270     
512            PARIS70        1.000000     0.747336     
512            PARIS90        1.000000     7.519321     
512            PARIS110       1.000000     3.601948     
512            PARIS130       1.000000     0.735998     
512            PARIS235       1.000000     0.719398     
512            PARIS262       1.000000     0.438717     
512            PARIS278       1.000000     0.505225     
512            PARIS305       1.000000     0.577384     
512            PARIS50        1.000000     5.502741     
512            PARIS70        1.000000     0.696903     
512            PARIS90        1.000000     5.551722     
512            PARIS110       1.000000     3.470188     
512            PARIS130       1.000000     18.424957    
512            PARIS235       1.000000     9.446112     
512            PARIS262       1.000000     0.309859     
512            PARIS278       1.000000     0.451002     
512            PARIS305       1.000000     0.490719     
513            PARIS50        1.000000     6.513241     
513            PARIS70        1.000000     0.727248     
513            PARIS90        1.000000     6.623219     
513            PARIS110       1.000000     3.542748     
513            PARIS130       1.000000     0.659520     
513            PARIS235       1.000000     0.676978     
513            PARIS262       1.000000     0.433918     
513            PARIS278       1.000000     0.450154     
513            PARIS305       1.000000     0.594744     
513            PARIS50        1.000000     5.413874     
513            PARIS70        1.000000     0.722426     
513            PARIS90        1.000000     5.502184     
513            PARIS110       1.000000     2.615610     
513            PARIS130       1.000000     17.480209    
513            PARIS235       1.000000     7.438489     
513            PARIS262       1.000000     0.360388     
513            PARIS278       1.000000     0.433777     
513            PARIS305       1.000000     0.525437     
514            PARIS50        1.000000     0.812522     
514            PARIS70        1.000000     0.714151     
514            PARIS90        1.000000     7.334106     
514            PARIS110       1.000000     3.501817     
514            PARIS130       1.000000     0.756828     
514            PARIS235       1.000000     0.698061     
514            PARIS262       1.000000     0.361619     
514            PARIS278       1.000000     0.483785     
514            PARIS305       1.000000     0.553140     
514            PARIS50        1.000000     0.762829     
514            PARIS70        1.000000     0.738143     
514            PARIS90        1.000000     0.753456     
514            PARIS110       1.000000     2.581440     
514            PARIS130       1.000000     17.516126    
514            PARIS235       1.000000     7.472524     
514            PARIS262       1.000000     0.276474     
514            PARIS278       1.000000     0.434770     
514            PARIS305       1.000000     0.486416     
515            PARIS50        1.000000     6.400986     
515            PARIS70        1.000000     0.788792     
515            PARIS90        1.000000     0.821672     
515            PARIS110       1.000000     3.462881     
515            PARIS130       1.000000     0.724425     
515            PARIS235       1.000000     0.690973     
515            PARIS262       1.000000     0.359116     
515            PARIS278       1.000000     0.473702     
515            PARIS305       1.000000     0.584799     
515            PARIS50        1.000000     0.740606     
515            PARIS70        1.000000     0.728563     
515            PARIS90        1.000000     0.720065     
515            PARIS110       1.000000     2.543686     
515            PARIS130       1.000000     17.559180    
515            PARIS235       1.000000     7.527236     
515            PARIS262       1.000000     0.269012     
515            PARIS278       1.000000     0.434661     
515            PARIS305       1.000000     0.496038     
516            PARIS50        1.000000     0.760542     
516            PARIS70        1.000000     0.706307     
516            PARIS90        1.000000     0.756199     
516            PARIS110       1.000000     3.494483     
516            PARIS130       1.000000     0.735533     
516            PARIS235       1.000000     0.697332     
516            PARIS262       1.000000     0.352697     
516            PARIS278       1.000000     0.380446     
516            PARIS305       1.000000     0.580916     
516            PARIS50        1.000000     0.676535     
516            PARIS70        1.000000     0.715813     
516            PARIS90        1.000000     0.647511     
516            PARIS110       1.000000     2.573649     
516            PARIS130       1.000000     17.539982    
516            PARIS235       1.000000     5.520139     
516            PARIS262       1.000000     0.259625     
516            PARIS278       1.000000     0.422525     
516            PARIS305       1.000000     0.492164     
517            PARIS50        1.000000     0.745586     
517            PARIS70        1.000000     0.727647     
517            PARIS90        1.000000     0.743214     
517            PARIS110       1.000000     3.443711     
517            PARIS130       1.000000     6.472365     
517            PARIS235       1.000000     0.649197     
517            PARIS262       1.000000     0.274727     
517            PARIS278       1.000000     0.431937     
517            PARIS305       1.000000     0.535408     
517            PARIS50        1.000000     0.667636     
517            PARIS70        1.000000     0.660781     
517            PARIS90        1.000000     0.659368     
517            PARIS110       1.000000     0.807380     
517            PARIS130       1.000000     18.466266    
517            PARIS235       1.000000     5.500634     
517            PARIS262       1.000000     0.174578     
517            PARIS278       1.000000     0.434131     
517            PARIS305       1.000000     0.504900     
519            PARIS50        1.000000     0.719158     
519            PARIS70        1.000000     0.717740     
519            PARIS90        1.000000     0.674038     
519            PARIS110       1.000000     3.465551     
519            PARIS130       1.000000     0.676982     
519            PARIS235       1.000000     0.646570     
519            PARIS262       1.000000     0.395778     
519            PARIS278       1.000000     0.461356     
519            PARIS305       1.000000     0.572198     
519            PARIS50        1.000000     0.740383     
519            PARIS70        1.000000     0.649590     
519            PARIS90        1.000000     0.625000     
519            PARIS110       1.000000     2.536863     
519            PARIS130       1.000000     18.440424    
519            PARIS235       1.000000     4.575339     
519            PARIS262       1.000000     0.267442     
519            PARIS278       1.000000     0.415700     
519            PARIS305       1.000000     0.494381     
525            PARIS50        1.000000     0.667868     
525            PARIS70        1.000000     9.492537     
525            PARIS90        1.000000     0.675893     
525            PARIS110       1.000000     0.705433     
525            PARIS130       1.000000     0.664937     
525            PARIS235       1.000000     0.664216     
525            PARIS262       1.000000     0.494001     
525            PARIS278       1.000000     0.495500     
525            PARIS305       1.000000     0.571864     
525            PARIS50        1.000000     0.624747     
525            PARIS70        1.000000     0.717903     
525            PARIS90        1.000000     0.654224     
525            PARIS110       1.000000     0.672049     
525            PARIS130       1.000000     36.510858    
525            PARIS235       1.000000     11.495071    
525            PARIS262       1.000000     0.441553     
525            PARIS278       1.000000     0.487296     
525            PARIS305       1.000000     0.513707     
526            PARIS50        1.000000     7.440660     
526            PARIS70        1.000000     8.450708     
526            PARIS90        1.000000     7.442279     
526            PARIS110       1.000000     3.506104     
526            PARIS130       1.000000     7.554497     
526            PARIS235       1.000000     7.431917     
526            PARIS262       1.000000     0.375407     
526            PARIS278       1.000000     0.520988     
526            PARIS305       1.000000     0.584245     
526            PARIS50        1.000000     5.516921     
526            PARIS70        1.000000     8.401889     
526            PARIS90        1.000000     5.624525     
526            PARIS110       1.000000     3.443681     
526            PARIS130       1.000000     19.492172    
526            PARIS235       1.000000     10.480898    
526            PARIS262       1.000000     0.278942     
526            PARIS278       1.000000     0.422446     
526            PARIS305       1.000000     0.506408     
527            PARIS50        1.000000     7.383247     
527            PARIS70        1.000000     0.730298     
527            PARIS90        1.000000     6.617249     
527            PARIS110       1.000000     3.536575     
527            PARIS130       1.000000     0.656665     
527            PARIS235       1.000000     0.686225     
527            PARIS262       1.000000     0.415134     
527            PARIS278       1.000000     0.492706     
527            PARIS305       1.000000     0.558762     
527            PARIS50        1.000000     5.450863     
527            PARIS70        1.000000     0.683313     
527            PARIS90        1.000000     5.521065     
527            PARIS110       1.000000     2.622116     
527            PARIS130       1.000000     17.504422    
527            PARIS235       1.000000     8.501823     
527            PARIS262       1.000000     0.272666     
527            PARIS278       1.000000     0.448028     
527            PARIS305       1.000000     0.498884     
528            PARIS50        1.000000     6.501661     
528            PARIS70        1.000000     0.761060     
528            PARIS90        1.000000     6.533368     
528            PARIS110       1.000000     3.515511     
528            PARIS130       1.000000     0.647218     
528            PARIS235       1.000000     0.657991     
528            PARIS262       1.000000     0.330558     
528            PARIS278       1.000000     0.427400     
528            PARIS305       1.000000     0.605117     
528            PARIS50        1.000000     0.730968     
528            PARIS70        1.000000     0.682668     
528            PARIS90        1.000000     5.488660     
528            PARIS110       1.000000     2.603668     
528            PARIS130       1.000000     17.459614    
528            PARIS235       1.000000     5.515929     
528            PARIS262       1.000000     0.273094     
528            PARIS278       1.000000     0.454998     
528            PARIS305       1.000000     0.464496     
530            PARIS50        1.000000     5.555943     
530            PARIS70        1.000000     0.705392     
530            PARIS90        1.000000     0.775866     
530            PARIS110       1.000000     3.511141     
530            PARIS130       1.000000     0.797378     
530            PARIS235       1.000000     0.621024     
530            PARIS262       1.000000     0.338121     
530            PARIS278       1.000000     0.393008     
530            PARIS305       1.000000     0.598920     
530            PARIS50        1.000000     0.698070     
530            PARIS70        1.000000     0.716456     
530            PARIS90        1.000000     0.677330     
530            PARIS110       1.000000     2.571794     
530            PARIS130       1.000000     18.483581    
530            PARIS235       1.000000     4.530396     
530            PARIS262       1.000000     0.290663     
530            PARIS278       1.000000     0.406688     
530            PARIS305       1.000000     0.487217     
531            PARIS50        1.000000     0.766203     
531            PARIS70        1.000000     0.687170     
531            PARIS90        1.000000     0.723642     
531            PARIS110       1.000000     3.491570     
531            PARIS130       1.000000     7.436607     
531            PARIS235       1.000000     0.599281     
531            PARIS262       1.000000     0.334920     
531            PARIS278       1.000000     0.421871     
531            PARIS305       1.000000     0.558719     
531            PARIS50        1.000000     0.685912     
531            PARIS70        1.000000     0.730243     
531            PARIS90        1.000000     0.703037     
531            PARIS110       1.000000     2.539505     
531            PARIS130       1.000000     18.460170    
531            PARIS235       1.000000     4.571039     
531            PARIS262       1.000000     0.233968     
531            PARIS278       1.000000     0.428856     
531            PARIS305       1.000000     0.471131     
532            PARIS50        1.000000     0.775939     
532            PARIS70        1.000000     0.738176     
532            PARIS90        1.000000     0.749722     
532            PARIS110       1.000000     2.626229     
532            PARIS130       1.000000     0.826033     
532            PARIS235       1.000000     0.622535     
532            PARIS262       1.000000     0.411833     
532            PARIS278       1.000000     0.410327     
532            PARIS305       1.000000     0.520181     
532            PARIS50        1.000000     0.658393     
